timestamp,scene_tag,air_temp,humidity,rainfall,solar_rad,soil_vwc
2025-05-02 17:00:00,normal_spring,20.8,70.0,0.0,487.0,24.83
2025-05-02 18:00:00,normal_spring,21.1,71.5,0.0,412.0,24.69
2025-05-02 19:00:00,normal_spring,20.8,72.5,0.0,0.0,24.68
2025-05-02 20:00:00,normal_spring,20.8,75.2,0.0,0.0,24.67
2025-05-02 21:00:00,normal_spring,20.8,76.5,0.0,0.0,24.67
2025-05-02 22:00:00,normal_spring,20.4,77.6,0.0,0.0,24.66
2025-05-02 23:00:00,normal_spring,19.5,80.7,3.91,0.0,24.99
2025-05-03 00:00:00,summer_heatwave,20.3,85.0,2.82,0.0,25.23
2025-05-03 01:00:00,summer_heatwave,21.3,86.9,2.07,0.0,25.41
2025-05-03 02:00:00,summer_heatwave,21.8,90.7,1.5,0.0,25.54
2025-05-03 03:00:00,summer_heatwave,22.3,92.2,1.13,0.0,25.64
2025-05-03 04:00:00,summer_heatwave,23.0,93.6,0.92,0.0,25.72
2025-05-03 05:00:00,summer_heatwave,23.6,93.1,0.68,0.0,25.78
2025-05-03 06:00:00,summer_heatwave,24.2,91.8,0.78,4.0,25.84
2025-05-03 07:00:00,summer_heatwave,24.9,94.6,0.72,28.0,25.9
2025-05-03 08:00:00,summer_heatwave,25.8,81.5,0.0,62.0,25.89
2025-05-03 09:00:00,summer_heatwave,26.7,72.9,0.0,125.0,25.77
2025-05-03 10:00:00,summer_heatwave,28.2,62.9,0.0,211.0,25.62
2025-05-03 11:00:00,summer_heatwave,29.7,56.0,0.0,298.0,25.44
2025-05-03 12:00:00,summer_heatwave,31.1,49.4,0.0,380.0,25.22
2025-05-03 13:00:00,summer_heatwave,32.1,43.4,0.0,444.0,24.99
2025-05-03 14:00:00,summer_heatwave,32.9,38.7,0.0,486.0,24.74
2025-05-03 15:00:00,summer_heatwave,33.8,35.9,0.0,515.0,24.47
2025-05-03 16:00:00,summer_heatwave,34.2,33.9,0.0,509.0,24.21
2025-05-03 17:00:00,summer_heatwave,35.1,33.5,0.0,477.0,23.96
2025-05-03 18:00:00,summer_heatwave,35.3,31.5,0.0,420.0,23.74
2025-05-03 19:00:00,summer_heatwave,35.7,32.9,0.0,0.0,23.72
2025-05-03 20:00:00,summer_heatwave,35.6,34.8,0.0,0.0,23.71
2025-05-03 21:00:00,summer_heatwave,35.2,35.8,0.0,0.0,23.7
2025-05-03 22:00:00,summer_heatwave,35.2,37.9,0.0,0.0,23.69
2025-05-03 23:00:00,summer_heatwave,35.4,40.8,0.0,0.0,23.67
2025-05-04 00:00:00,summer_heatwave,34.8,41.7,0.0,0.0,23.66
2025-05-04 01:00:00,summer_heatwave,34.5,44.1,0.0,0.0,23.65
2025-05-04 02:00:00,summer_heatwave,34.1,44.2,0.0,0.0,23.64
2025-05-04 03:00:00,summer_heatwave,33.8,45.5,0.0,0.0,23.63
2025-05-04 04:00:00,summer_heatwave,33.7,46.1,0.0,0.0,23.61
2025-05-04 05:00:00,summer_heatwave,33.6,45.9,0.0,0.0,23.6
2025-05-04 06:00:00,summer_heatwave,33.7,43.6,0.0,19.0,23.59
2025-05-04 07:00:00,summer_heatwave,33.4,40.9,0.0,73.0,23.57
2025-05-04 08:00:00,summer_heatwave,34.0,39.5,0.0,154.0,23.44
2025-05-04 09:00:00,summer_heatwave,34.2,38.0,0.0,240.0,23.28
2025-05-04 10:00:00,summer_heatwave,34.6,36.2,0.0,336.0,23.1
2025-05-04 11:00:00,summer_heatwave,35.1,33.2,0.0,418.0,22.89
2025-05-04 12:00:00,summer_heatwave,35.5,32.5,0.0,502.0,22.65
2025-05-04 13:00:00,summer_heatwave,35.9,29.7,0.0,549.0,22.41
2025-05-04 14:00:00,summer_heatwave,36.4,28.5,0.0,583.0,22.16
2025-05-04 15:00:00,summer_heatwave,36.6,27.5,0.0,597.0,21.91
2025-05-04 16:00:00,summer_heatwave,36.7,28.6,0.0,574.0,21.67
2025-05-04 17:00:00,summer_heatwave,37.2,30.9,0.0,526.0,21.45
2025-05-04 18:00:00,summer_heatwave,37.4,30.6,0.0,450.0,21.25
2025-05-04 19:00:00,summer_heatwave,37.4,31.8,0.0,0.0,21.24
2025-05-04 20:00:00,summer_heatwave,37.2,33.7,0.0,0.0,21.23
2025-05-04 21:00:00,summer_heatwave,37.2,35.0,0.0,0.0,21.22
2025-05-04 22:00:00,summer_heatwave,36.6,34.8,0.0,0.0,21.21
2025-05-04 23:00:00,summer_heatwave,35.8,36.2,0.0,0.0,21.2
2025-05-05 00:00:00,summer_heatwave,35.3,38.2,0.0,0.0,21.19
2025-05-05 01:00:00,summer_heatwave,34.7,39.9,0.0,0.0,21.18
2025-05-05 02:00:00,summer_heatwave,34.8,42.4,0.0,0.0,21.17
2025-05-05 03:00:00,summer_heatwave,34.0,41.4,0.0,0.0,21.16
2025-05-05 04:00:00,summer_heatwave,33.7,43.1,0.0,0.0,21.15
2025-05-05 05:00:00,summer_heatwave,33.5,44.0,0.0,0.0,21.14
2025-05-05 06:00:00,summer_heatwave,33.6,45.1,0.0,28.0,21.13
2025-05-05 07:00:00,summer_heatwave,33.7,43.4,0.0,85.0,21.12
2025-05-05 08:00:00,summer_heatwave,33.5,41.9,0.0,156.0,21.02
2025-05-05 09:00:00,summer_heatwave,34.0,40.6,0.0,236.0,20.89
2025-05-05 10:00:00,summer_heatwave,34.4,38.7,0.0,320.0,20.75
2025-05-05 11:00:00,summer_heatwave,35.1,35.8,0.0,417.0,20.58
2025-05-05 12:00:00,summer_heatwave,35.7,31.8,0.0,498.0,20.4
2025-05-05 13:00:00,summer_heatwave,36.6,31.0,0.0,551.0,20.2
2025-05-05 14:00:00,summer_heatwave,36.9,29.5,0.0,594.0,20.0
2025-05-05 15:00:00,summer_heatwave,37.7,29.8,0.0,602.0,19.8
2025-05-05 16:00:00,summer_heatwave,38.2,30.8,0.0,578.0,19.6
2025-05-05 17:00:00,summer_heatwave,38.3,31.6,0.0,532.0,19.42
2025-05-05 18:00:00,summer_heatwave,37.9,32.8,0.0,449.0,19.26
2025-05-05 19:00:00,summer_heatwave,37.9,33.1,0.0,0.0,19.25
2025-05-05 20:00:00,summer_heatwave,37.9,34.5,0.0,0.0,19.25
2025-05-05 21:00:00,summer_heatwave,37.4,34.9,0.0,0.0,19.24
2025-05-05 22:00:00,summer_heatwave,37.3,36.2,0.0,0.0,19.23
2025-05-05 23:00:00,summer_heatwave,36.7,39.1,0.0,0.0,19.22
2025-05-06 00:00:00,rainy_season,34.9,45.6,0.0,0.0,19.21
2025-05-06 01:00:00,rainy_season,33.2,50.7,0.0,0.0,19.21
2025-05-06 02:00:00,rainy_season,31.7,55.3,0.0,0.0,19.2
2025-05-06 03:00:00,rainy_season,30.9,58.5,0.0,0.0,19.19
2025-05-06 04:00:00,rainy_season,29.9,59.8,0.0,0.0,19.19
2025-05-06 05:00:00,rainy_season,29.1,60.5,0.0,0.0,19.18
2025-05-06 06:00:00,rainy_season,28.5,64.7,0.0,19.0,19.17
2025-05-06 07:00:00,rainy_season,27.7,64.6,0.0,64.0,19.17
2025-05-06 08:00:00,rainy_season,27.4,66.3,0.0,131.0,19.1
2025-05-06 09:00:00,rainy_season,27.1,66.4,0.0,216.0,19.03
2025-05-06 10:00:00,rainy_season,26.6,66.0,0.0,303.0,18.94
2025-05-06 11:00:00,rainy_season,26.2,66.3,0.0,384.0,18.85
2025-05-06 12:00:00,rainy_season,26.3,64.1,0.0,464.0,18.75
2025-05-06 13:00:00,rainy_season,26.2,63.1,0.0,521.0,18.64
2025-05-06 14:00:00,rainy_season,26.3,62.0,0.0,555.0,18.53
2025-05-06 15:00:00,rainy_season,25.8,62.9,0.0,563.0,18.42
2025-05-06 16:00:00,rainy_season,25.8,63.0,0.0,541.0,18.31
2025-05-06 17:00:00,rainy_season,25.8,61.4,0.0,487.0,18.22
2025-05-06 18:00:00,rainy_season,25.4,63.5,0.0,410.0,18.13
2025-05-06 19:00:00,rainy_season,24.7,69.0,6.25,0.0,18.63
2025-05-06 20:00:00,rainy_season,23.9,74.7,8.95,0.0,19.31
2025-05-06 21:00:00,rainy_season,23.4,80.0,8.72,0.0,19.98
2025-05-06 22:00:00,rainy_season,22.8,83.2,6.91,0.0,20.52
2025-05-06 23:00:00,rainy_season,22.3,84.1,6.05,0.0,21.0
2025-05-07 00:00:00,rainy_season,21.6,88.4,5.61,0.0,21.46
2025-05-07 01:00:00,rainy_season,21.1,90.5,5.5,0.0,21.91
2025-05-07 02:00:00,rainy_season,20.7,90.5,7.34,0.0,22.48
2025-05-07 03:00:00,rainy_season,20.3,89.8,6.47,0.0,22.99
2025-05-07 04:00:00,rainy_season,20.3,92.1,6.17,0.0,23.48
2025-05-07 05:00:00,rainy_season,19.8,94.6,5.79,0.0,23.95
2025-05-07 06:00:00,rainy_season,20.1,93.6,7.79,0.0,24.55
2025-05-07 07:00:00,rainy_season,20.4,95.4,5.98,16.0,25.03
2025-05-07 08:00:00,rainy_season,20.8,90.0,0.0,52.0,25.02
2025-05-07 09:00:00,rainy_season,21.0,82.7,0.0,107.0,24.94
2025-05-07 10:00:00,rainy_season,21.6,79.2,0.0,176.0,24.84
2025-05-07 11:00:00,rainy_season,21.8,75.8,0.0,242.0,24.72
2025-05-07 12:00:00,rainy_season,22.5,70.7,0.0,309.0,24.59
2025-05-07 13:00:00,rainy_season,22.5,66.8,0.0,361.0,24.45
2025-05-07 14:00:00,rainy_season,23.3,63.8,0.0,413.0,24.3
2025-05-07 15:00:00,rainy_season,23.2,61.6,0.0,422.0,24.14
2025-05-07 16:00:00,rainy_season,23.7,61.4,0.0,406.0,23.99
2025-05-07 17:00:00,rainy_season,23.5,68.6,1.52,363.0,23.99
2025-05-07 18:00:00,rainy_season,23.4,73.9,1.77,293.0,24.03
2025-05-07 19:00:00,rainy_season,23.5,78.0,2.66,0.0,24.26
2025-05-07 20:00:00,rainy_season,23.4,75.1,0.0,0.0,24.25
2025-05-07 21:00:00,rainy_season,22.7,71.2,0.0,0.0,24.24
2025-05-07 22:00:00,rainy_season,22.7,69.6,0.0,0.0,24.24
2025-05-07 23:00:00,rainy_season,22.5,69.0,0.0,0.0,24.23
2025-05-08 00:00:00,rainy_season,22.0,69.9,0.0,0.0,24.22
2025-05-08 01:00:00,rainy_season,22.1,70.1,0.0,0.0,24.21
2025-05-08 02:00:00,rainy_season,22.1,69.3,0.0,0.0,24.2
2025-05-08 03:00:00,rainy_season,21.8,70.9,0.0,0.0,24.19
2025-05-08 04:00:00,rainy_season,21.4,70.3,0.0,0.0,24.19
2025-05-08 05:00:00,rainy_season,21.5,67.0,0.0,0.0,24.18
2025-05-08 06:00:00,rainy_season,21.1,73.2,21.94,0.0,25.61
2025-05-08 07:00:00,rainy_season,20.5,76.8,17.94,7.0,26.82
2025-05-08 08:00:00,rainy_season,20.0,79.3,15.5,31.0,27.89
2025-05-08 09:00:00,rainy_season,20.0,83.8,11.23,69.0,28.7
2025-05-08 10:00:00,rainy_season,19.6,85.4,9.21,102.0,29.31
2025-05-08 11:00:00,rainy_season,19.6,88.1,11.17,131.0,30.02
2025-05-08 12:00:00,rainy_season,19.3,89.6,10.49,150.0,30.68
2025-05-08 13:00:00,rainy_season,19.3,91.2,11.93,176.0,31.42
2025-05-08 14:00:00,rainy_season,19.7,92.6,9.72,174.0,32.02
2025-05-08 15:00:00,rainy_season,19.7,92.1,7.93,167.0,32.5
2025-05-08 16:00:00,rainy_season,19.7,93.0,9.15,149.0,33.06
2025-05-08 17:00:00,rainy_season,19.6,92.5,9.13,130.0,33.63
2025-05-08 18:00:00,rainy_season,19.4,92.9,10.71,104.0,34.31
2025-05-08 19:00:00,rainy_season,19.3,93.2,7.99,0.0,34.92
2025-05-08 20:00:00,rainy_season,19.3,93.1,8.18,0.0,35.54
2025-05-08 21:00:00,rainy_season,19.0,92.1,6.17,0.0,36.03
2025-05-08 22:00:00,rainy_season,18.7,93.0,8.15,0.0,36.65
2025-05-08 23:00:00,rainy_season,18.5,93.0,7.65,0.0,37.24
2025-05-09 00:00:00,short_heavy,19.3,86.4,0.0,0.0,37.23
2025-05-09 01:00:00,short_heavy,19.7,82.3,0.0,0.0,37.21
2025-05-09 02:00:00,short_heavy,20.1,79.2,0.0,0.0,37.2
2025-05-09 03:00:00,short_heavy,20.6,75.9,0.0,0.0,37.19
2025-05-09 04:00:00,short_heavy,20.9,71.7,0.0,0.0,37.18
2025-05-09 05:00:00,short_heavy,21.5,66.9,0.0,0.0,37.16
2025-05-09 06:00:00,short_heavy,22.0,66.2,0.0,4.0,37.15
2025-05-09 07:00:00,short_heavy,22.6,65.0,0.0,22.0,37.14
2025-05-09 08:00:00,short_heavy,23.4,61.4,0.0,63.0,37.12
2025-05-09 09:00:00,short_heavy,24.0,59.0,0.0,121.0,36.97
2025-05-09 10:00:00,short_heavy,24.6,57.2,0.0,193.0,36.79
2025-05-09 11:00:00,short_heavy,25.4,55.0,0.0,258.0,36.57
2025-05-09 12:00:00,short_heavy,26.0,51.5,0.0,325.0,36.33
2025-05-09 13:00:00,short_heavy,26.1,60.3,43.7,351.0,38.91
2025-05-09 14:00:00,short_heavy,25.9,66.8,36.56,358.0,41.03
2025-05-09 15:00:00,short_heavy,25.8,74.8,34.85,350.0,43.05
2025-05-09 16:00:00,short_heavy,25.8,78.5,45.46,314.0,45.0
2025-05-09 17:00:00,short_heavy,25.8,83.7,42.01,262.0,45.0
2025-05-09 18:00:00,short_heavy,25.9,85.6,37.01,208.0,45.0
2025-05-09 19:00:00,short_heavy,25.6,86.7,37.81,0.0,45.0
2025-05-09 20:00:00,short_heavy,25.6,86.7,39.69,0.0,45.0
2025-05-09 21:00:00,short_heavy,25.1,87.7,37.11,0.0,45.0
2025-05-09 22:00:00,short_heavy,24.5,87.8,44.62,0.0,45.0
2025-05-09 23:00:00,short_heavy,23.8,87.4,49.78,0.0,45.0
2025-05-10 00:00:00,sudden_cooling,20.9,87.9,35.63,0.0,45.0
2025-05-10 01:00:00,sudden_cooling,18.4,88.3,25.5,0.0,45.0
2025-05-10 02:00:00,sudden_cooling,15.6,90.1,19.62,0.0,45.0
2025-05-10 03:00:00,sudden_cooling,13.7,93.3,14.15,0.0,45.0
2025-05-10 04:00:00,sudden_cooling,12.4,96.0,10.91,0.0,45.0
2025-05-10 05:00:00,sudden_cooling,11.0,98.5,8.22,0.0,45.0
2025-05-10 06:00:00,sudden_cooling,10.0,99.6,6.07,5.0,45.0
2025-05-10 07:00:00,sudden_cooling,9.4,99.2,0.0,4.0,44.99
2025-05-10 08:00:00,sudden_cooling,9.3,98.8,0.0,27.0,44.99
2025-05-10 09:00:00,sudden_cooling,9.2,100.0,0.0,66.0,44.98
2025-05-10 10:00:00,sudden_cooling,9.1,97.9,0.0,125.0,44.92
2025-05-10 11:00:00,sudden_cooling,8.8,99.3,0.0,183.0,44.84
2025-05-10 12:00:00,sudden_cooling,9.1,98.0,0.0,247.0,44.76
2025-05-10 13:00:00,sudden_cooling,9.0,98.9,0.0,300.0,44.67
2025-05-10 14:00:00,sudden_cooling,9.0,98.7,0.0,335.0,44.58
2025-05-10 15:00:00,sudden_cooling,9.1,100.0,0.0,339.0,44.48
2025-05-10 16:00:00,sudden_cooling,9.4,98.8,0.0,315.0,44.39
2025-05-10 17:00:00,sudden_cooling,9.3,100.0,0.0,268.0,44.3
2025-05-10 18:00:00,sudden_cooling,9.2,100.0,0.0,216.0,44.23
2025-05-10 19:00:00,sudden_cooling,8.7,99.9,0.0,0.0,44.22
2025-05-10 20:00:00,sudden_cooling,8.6,100.0,0.0,0.0,44.21
2025-05-10 21:00:00,sudden_cooling,8.5,98.7,0.0,0.0,44.21
2025-05-10 22:00:00,sudden_cooling,8.2,97.9,0.0,0.0,44.2
2025-05-10 23:00:00,sudden_cooling,8.1,96.5,0.0,0.0,44.2
2025-05-11 00:00:00,typhoon_heavy,9.4,90.6,0.0,0.0,44.19
2025-05-11 01:00:00,typhoon_heavy,10.9,85.0,0.0,0.0,44.18
2025-05-11 02:00:00,typhoon_heavy,12.3,81.3,0.0,0.0,44.18
2025-05-11 03:00:00,typhoon_heavy,13.5,79.3,0.0,0.0,44.17
2025-05-11 04:00:00,typhoon_heavy,14.3,84.1,2.11,0.0,44.35
2025-05-11 05:00:00,typhoon_heavy,15.3,87.5,8.3,0.0,44.98
2025-05-11 06:00:00,typhoon_heavy,16.4,90.1,12.47,0.0,45.0
2025-05-11 07:00:00,typhoon_heavy,16.9,90.7,17.45,6.0,45.0
2025-05-11 08:00:00,typhoon_heavy,17.2,93.2,15.92,25.0,45.0
2025-05-11 09:00:00,typhoon_heavy,17.9,92.7,18.84,48.0,45.0
2025-05-11 10:00:00,typhoon_heavy,18.2,94.7,15.03,78.0,45.0
2025-05-11 11:00:00,typhoon_heavy,19.0,95.0,16.57,105.0,45.0
2025-05-11 12:00:00,typhoon_heavy,19.2,94.7,20.67,126.0,45.0
2025-05-11 13:00:00,typhoon_heavy,19.9,94.9,18.62,136.0,45.0
2025-05-11 14:00:00,typhoon_heavy,20.1,93.5,30.2,140.0,45.0
2025-05-11 15:00:00,typhoon_heavy,20.3,92.0,37.57,133.0,45.0
2025-05-11 16:00:00,typhoon_heavy,20.9,93.6,30.4,125.0,45.0
2025-05-11 17:00:00,typhoon_heavy,20.6,92.9,25.48,111.0,45.0
2025-05-11 18:00:00,typhoon_heavy,20.6,93.3,18.35,89.0,45.0
2025-05-11 19:00:00,typhoon_heavy,20.6,91.2,19.79,0.0,45.0
2025-05-11 20:00:00,typhoon_heavy,20.9,93.7,16.38,0.0,45.0
2025-05-11 21:00:00,typhoon_heavy,20.7,94.3,13.8,0.0,45.0
2025-05-11 22:00:00,typhoon_heavy,21.0,94.8,14.18,0.0,45.0
2025-05-11 23:00:00,typhoon_heavy,21.1,94.2,22.24,0.0,45.0
